IPTG_uM,binding_energy,date,fold_change,operator,rbs,repressors,username
0.0,-13.9,20161019,0.006833362997876004,O2,RBS1027,130,gchure
0.1,-13.9,20161019,0.01829195879803474,O2,RBS1027,130,gchure
5.0,-13.9,20161019,0.04370578739704787,O2,RBS1027,130,gchure
10.0,-13.9,20161019,0.08746036080664367,O2,RBS1027,130,gchure
25.0,-13.9,20161019,0.194784265736843,O2,RBS1027,130,gchure
50.0,-13.9,20161019,0.3475175611387974,O2,RBS1027,130,gchure
75.0,-13.9,20161019,0.5112235349181288,O2,RBS1027,130,gchure
100.0,-13.9,20161019,0.6214221779504608,O2,RBS1027,130,gchure
250.0,-13.9,20161019,0.8889866296862928,O2,RBS1027,130,gchure
500.0,-13.9,20161019,0.9916356741364372,O2,RBS1027,130,gchure
1000.0,-13.9,20161019,1.0206299521513538,O2,RBS1027,130,gchure
5000.0,-13.9,20161019,0.8817337793742575,O2,RBS1027,130,gchure
